-1.0599469609,0.0405664139,0.2952553772,-1.5160889575,-0.9779577086,-1.5851458164,0.8758891403,-1.3569956714,-0.2024326082,-0.3923024684,0.5883208058,-0.6662616761,-0.6458575688,-0.1556611374,-0.1491322305,1.0092056884,-0.5464357403,0.4517223394,-0.7100596998,0.6823566239,-1.6574380332,-0.5185800926,0.0524477285,0.7605772634,0.6960601018,0.4761895143,0.5947895874,-1.5049812000,-0.5979135111,-0.5733376172,-0.8571860716,-0.3155802232,-0.8295969985,-0.6912062158,0.6173267362,0.2865222336,-1.0434394978,0.0396285645,1.0865843644,-0.8712149772,-1.1321251697,-0.5956858167,0.4189012935,0.1702357175,-1.1049114984,0.2194322771,-0.2890084349,-0.8082957343,0.7801246315,-0.1928024772,-0.5806171641,0.3448774535,0.7036826539,-0.3370839744,0.7545534990,-0.5417062740,-1.1511705813,0.0847293128,0.1334087936,0.4550343833,0.1395050530,0.5048517259,-1.0448958420,1.2381738894
-0.5915533415,-0.7982554289,0.7458593708,-0.1668755517,-0.6845839208,0.6885746616,-1.1716949286,0.1547849864,-0.2927656686,-0.2616239283,0.8501145250,0.6233938326,-1.3020935725,0.7878256627,-0.0469806176,1.9718521814,-0.9938909309,1.0481397242,0.4283081502,0.2585329414,1.1287830486,0.1640787617,0.9477301982,1.2630404791,0.9673382986,-0.0977366449,0.6658358496,-0.1800396109,0.4113023215,0.2041619745,0.1543874811,0.2751412070,1.1294749432,-1.2883850069,-1.2199207985,-0.0172810497,-0.7687391694,0.1266379535,-0.7149715790,0.5386160844,-0.2055127517,0.7289394287,-0.6402742967,0.6449816302,-0.3811567525,-0.2010449861,0.8234619183,-0.6623737429,-0.0821189948,0.6600372748,0.1322911002,1.4825768873,0.4121573149,0.6432708890,-0.6034169169,0.9696734235,0.3373747266,-0.0128608227,-0.7902765123,-1.2263284112,0.4077941325,-0.7755852590,0.8311303663,0.8882561211
-1.1036143507,-1.1363048094,0.1741298599,-1.3705586582,-0.4002986718,0.3108904024,-1.3414649198,-1.3042265509,0.7046483706,-0.8171257407,-0.2211136953,-1.2513122514,-0.7753941658,-1.3233832920,-1.3561778222,-0.0302941313,-1.5083067390,0.1950461513,-1.4036075444,-1.1233425023,-0.2383639575,0.4814786662,-0.5117401955,-0.2662688129,-0.5249269487,0.4930329160,-0.3799476223,0.0836145212,0.3353673054,0.6469481861,-1.3780303602,-1.4333246941
1.2708817652,1.4130148731,-1.2301633860,-1.0758581514,0.3563855127,-1.2440961474,1.2082684287,1.2557813547,-1.3594316673,0.1838929123,-1.3512405241,0.8031115160,1.2780661229,0.0123472578,1.3546304312,1.2356560401,-0.5164744660,1.3523809466,1.3770431784,-1.4319026508,-1.1992218179,-1.3436285000,-1.5932720353,-1.1682887147,-1.3208400917,1.3593325417,-1.4828525463,1.0260897452,-1.1876781235,1.2457273558,1.0558899717,0.7228736387
-1.3266637487,0.5160698696,0.7996766828,-1.2337098103,0.8292381926,-0.2875811978,-1.4289762307,0.3823305859,1.1617470047,0.1571959318,-0.2453134831,0.1869595337,-1.3434007168,-1.4213847669,-1.2508583204,-0.7304133899,0.3066953497,-1.3700179879,-1.2697964421,1.1890733603,1.1164903861,0.2889596941,-1.2119690997,0.8167364370,0.6613498218,0.0531187910,0.7794489404,-0.2761983949,1.3879214147,-0.1685075068,-1.2442066222,-1.3035986007
0.3015222614,0.6361376406,-0.8706030343,-1.3243314919,-0.6305074972,-1.0224075185,0.8581560413,0.3345683119,-0.6558637024,-0.4056404687,-1.4337424862,-1.2967190790,1.0013644770,-1.2028110994,1.0779757670,0.5732052995,-1.3843310147,-0.0722460132,1.2425113368,-1.3833088345,-1.3472057673,0.0571609481,0.7316660278,-1.1611476939,-1.0121797520,0.9068486524,-0.9996283063,0.4382010093,-1.3769961022,1.0731800069,-1.0119608839,-1.4172731062
1.2803175291,1.1733389361,-1.3890243003,0.7253636717,-1.3522721545,-1.3558863322,1.2360360726,0.9648908614,-0.9863126535,0.3543641902,-1.3929909236,-0.8685108416,1.3862187306,-1.4043650288,1.3129588430,1.1753379286,-1.5034519166,1.2842428725,1.5468492897,-1.2553417434,-1.3068095840,-0.9829099902,1.5444417124,-1.3127910899,-1.3787503348,1.1176099482,-1.4051031031,1.2057443312,-1.4199724883,1.2280572079,-1.0732312869,-1.2540772545
-1.3156798707,-1.4047284014,-0.0837082406,-1.3022695796,-0.1711960221,1.2696310572,-1.1696021894,-1.2626062502,1.3046228947,-0.6055468878,0.4022187526,-1.3870941978,-1.3231646681,-1.2333209444,-1.1995082085,0.1050432835,-1.4659313943,-1.2661922573,-1.2132999886,0.3523659821,1.1544961380,1.2094089091,-1.3716329119,0.6626667708,0.3374083731,-0.9262786860,-0.3964320349,0.4562868344,1.3544736676,-0.8150889335,-1.2381529834,-1.3738693556
-1.3822727381,0.1871318167,0.8288986818,-1.3359462870,1.1920805625,-0.2789291790,-1.3234366780,0.9955748824,0.7614400191,0.1960179960,-0.0524675210,0.4610894825,-1.2305162599,-1.4055490350,-1.1926453044,-0.8158499529,0.3800259453,-1.3298645020,-1.3808828612,0.9383708493,1.0595432402,-0.3750500555,-1.3081530466,-0.1431681453,0.9393006671,0.5328071122,0.7066837583,-0.5162814482,-0.5734594556,-0.3932884993,-1.2669421281,-1.2518722398
-1.1954737020,-1.3457146273,1.0297506733,-1.2748800524,0.9411595632,0.6102769562,-1.3444723229,-1.3160141958,1.3317208886,0.0893620671,0.7546480547,-1.2962158168,-1.4149620700,-1.2531553095,-1.3718982503,-1.5318579438,0.8688583501,-1.3192989163,-1.2773238260,1.1636446223,1.2006396001,0.8408334195,-1.2474172609,0.2861823033,1.1026629919,0.6632507913,0.8343048639,-0.6050447618,1.2416362376,-1.4877001844,-1.3350349851,-1.3003069334
-0.0840996929,0.9729730341,-1.3069621696,1.0723745487,1.2048795460,-1.2349714549,1.3795465791,1.1700534051,-1.2523573137,0.2783715794,-1.1653712628,0.1266199800,1.3380799080,-0.1608172643,1.5202493613,1.0919424064,0.1558814684,1.1450601654,1.3070646682,-1.2081996045,-1.2259297048,-1.2161181082,-0.1185895420,-1.2230885653,-0.5737718768,1.0262428834,-1.4492361533,0.2894061562,-1.3740194437,0.9289084537,1.0277452478,1.3645579171
-1.4208676845,-1.1229473931,0.1654739850,-1.2803722927,-0.3608501073,0.5165740363,-1.3015986377,-1.4342974957,0.5864471213,-0.6646218742,-0.4861990177,-1.3464885750,-1.1771583518,-1.2805081023,-1.3328479643,-0.0606039346,-1.5804845886,-1.2922242666,-1.3040395219,-1.0283623600,0.1941653778,0.5066726757,-0.2905092616,0.0059474626,-0.2787675090,0.0011902117,-0.4245558231,-0.0995499273,0.3605638422,-0.2337206355,-1.3357538100,-1.4040326489
-1.3251934756,-1.2845635808,-0.2082731670,-1.3682948786,-0.4434069057,1.3322646385,-1.4052838500,-1.2858700019,1.4311175551,-1.4137839390,0.8643464594,-1.2982156915,-1.3086020550,-1.2443132750,-1.1894834705,0.1932008120,-1.3265715832,-1.3552863304,-1.3040800303,-1.1792419649,1.1548387508,1.3924266667,-0.8996176284,1.2997591061,-1.0429091606,-1.0028635757,-0.6015868906,0.6595278446,1.4764673034,-1.3742504877,-1.2563814060,-1.2421752135
-1.2198998918,1.1481996953,1.1415174701,-1.3569435547,1.1331233321,-1.3263100237,-1.2550592992,1.3777951577,1.4447083669,0.8963553619,1.1001687905,0.1077833003,-1.1853440137,-0.4963889075,-1.1492162807,0.9521833553,0.8267297299,-1.2815962322,-1.3991721326,1.0704238298,1.2372636530,-1.2012976397,-1.2502149675,-1.2641676750,1.2738757721,1.1804049452,1.0572120045,-0.5868088989,-1.2642849874,0.5588412686,-0.8526528685,-1.2708358825
-1.3974342484,0.9099533901,0.5829700035,-1.3471681154,1.1264461979,-1.2124564440,-1.2359757875,1.0891540634,1.3682139011,0.4132273145,-0.1358551069,0.2859301629,-1.1283540960,-0.4802957138,-0.2977511993,0.5477943820,0.2849634801,-1.2611712666,-1.2666230818,0.6840210256,1.2363631356,-1.2357204292,-1.3006361055,-1.0179005255,1.2198822228,0.8384368388,0.6123950634,-0.4779807994,-1.2007353265,0.2703241157,-0.4113354775,-1.3559710825
-1.1947418942,-1.2401365626,0.9215166341,-1.3176654719,0.6584571609,1.4416871594,-1.3861991074,-1.3659467950,1.3254608762,0.2885021003,0.6161575477,-1.4404763584,-1.3822114134,-1.3697269412,-1.2841790991,-1.1322197057,0.9906550908,-1.3241353666,-1.2412801696,0.9306306243,1.3391542765,0.9570102304,-1.2208845043,1.2171556257,0.9337866915,0.1005588535,0.5295601123,0.2474901858,1.5412433829,-1.3977555771,-1.2161729410,-1.2095121723
0.5425477947,0.6682946316,-1.3215479831,-1.3604785480,-0.0732103161,-1.3477662701,1.0777171780,0.5774127830,-1.3482457346,0.3374650171,-1.4530738863,-0.3390100761,0.9335593215,-1.3080172773,0.8806102998,0.6769577609,-1.4639223964,0.6037343729,1.1467597755,-1.1997561518,-1.2409111734,-1.3253874729,0.8771979676,-1.1298535348,-1.4351324475,0.6622547488,-1.2021696493,0.0040512725,-1.3124719646,1.0078723230,0.2452416665,-1.4061144404
-1.3269128606,-1.1685281793,-0.9114447102,-1.3418385620,-0.4231360998,1.4174411621,-1.3549913294,-1.2723763099,1.2127153301,-2.1900715033,0.8035795281,-1.3168357848,-1.2949703933,-1.2788860328,-1.3156530952,1.1511026522,-1.3289935539,-1.2402270218,-1.2790839097,-1.4744159090,1.2245823747,1.4993600528,-0.8255965742,1.5067666688,-0.6109650557,-1.0157549892,-0.6634992356,1.0092300306,1.3024198560,-0.9729338230,-1.3744740821,-1.2202575463
1.0724389853,0.6211517126,-1.4921752289,-1.2479614903,-0.6631474952,-0.9177092039,1.3257007532,-0.7810277788,-0.1482252859,-0.3015151357,-1.5545600397,-1.2348240002,1.3401140100,-1.4259339575,1.1848638427,0.9853059626,-1.2586591873,0.4380289817,1.4295579965,-1.4158332381,-1.3563765029,0.7547099324,1.2163145933,-1.2627418546,-1.0588991549,0.6947073356,-0.7564357537,0.9566239051,-1.1208097450,1.1944833232,-1.3595439828,-1.3164862397
